"nodo","bridge_ei","grupo"
"total_alcohol",-0.0648861142789256,"Uso"
"total_cannabis",0,"Uso"
"total_pasta_base",0.100948170370717,"Uso"
"total_cocaina",0,"Uso"
"total_benzodiacepinas",0,"Uso"
"total_otra_sustancia",0,"Uso"
"salud_psicologica",-0.0648861142789256,"Salud"
"salud_fisica",0.143368238782414,"Salud"
"calidad_de_vida",0,"Salud"
"total_trabajo",0.0705896726748649,"Inclusión"
"total_educacion",0.072778566107549,"Inclusión"
"total_transgresion",0.100948170370717,"Riesgo"
